date,time,localCurrentTemperature (°C),localCurrentApparentTemperature (°C),LocalForecastedTemperature_3 (°C),LocalForecastedApparentTemperature_3 (°C),LocalForecastedTemperature_6 (°C),LocalForecastedApparentTemperature_6 (°C),localCurrentHumidity (%),LocalForecastedHumidity_3 (%),LocalForecastedHumidity_6 (%),LocalCurrent_Cloudiness (%),LocalForecastedCloudiness_3 (%),LocalForecastedCloudiness_6 (%),localCurrentUVIndex,LocalCurrent_Rain (mm),LocalForecastedRain_3 (mm),LocalForecastedRain_6 (mm),LocalCurrent_Snow (mm),LocalForecastedSnow_3 (mm),LocalForecastedSnow_6 (mm),SensorTemperature (°C),SensorRelativeHumidity (%),SensorUltraviolet,SensorLuminance (Lux),MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1 (W),Multisensor_outside_SensorTemperature (°C),Multisensor_outside_SensorRelativeHumidity (%),Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance(Lux),Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature (°C),sensor2_temperature (°C),sensor3_temperature (°C),sensor4_temperature (°C),sensor5_temperature (°C),sensor1_humidity (%),sensor2_humidity (%),sensor3_humidity (%),sensor4_humidity (%),sensor5_humidity (%),Enocean_Temperature_1 (°C),Enocean_Humidity_1 (%),Brightness_sensor_temperature_1 (°C),Brightness_Sensor_Temperature_2 (°C),Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1 (%),Brightness_Sensor_Battery_2 (%),Socket_Energy_1(W h),Socket_Energy_2 (W h),Socket_Power_1 (W),Socket_Power_2 (W),Socket_Switch_1,Socket_Switch_2,Socket_Energy_3 (W h),Socket_Energy_4 (W h),Socket_Power_3 (W),Socket_Power_4 (W),Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1 (Lux),Luminance_Sensor_Luminance_2 (Lux),Luminance_Sensor_Battery_1 (%),Luminance_Sensor_Battery_2 (%),Rain_Sensor_Precipitation_1 (mm),Rain_Sensor_Water_Meter_1 (m³),Rain_Sensor_Battery_1 (%),AIR_Quality_Sensor_CO2_2 (ppm),AIR_Quality_Sensor_Dew_point_2(°C),AIR_Quality_Sensor_Humidity_2 (%),AIR_Quality_Sensor_Temperature_2 (°C),AIR_Quality_Sensor_VOC_2 (ppm),AirQualitySensor_SensorTemperature (°C),AirQualitySensor_SensorRelativeHumidity (%),AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND (ppm),AirQualitySensor_SensorDewPoint (°C) ,AirQualitySensor_SensorCO2 (ppm),Weather_Station_Air_Pressure_1 (mBar) ,Weather_Station_Dew_Point_1 (°C),Weather_Station_Electricity_meter_1 (W),Weather_Station_Heat_meter_1,Weather_Station_Humidity_1 (%),Weather_Station_Luminance_1 (Lux),Weather_Station_Temperature_1 (°C),Weather_Station_Wind_Speed_1 (m/s),Rain_Sensor_Precipitation_2 (mm),Rain_Sensor_Water_Meter_2 (m³),Rain_Sensor_Battery_2 (%),Temperature_25 (°C),Temperature_26 (°C),Temperature_27 (°C),Weather_Station_Air_Pressure_2 (mBar),Weather_Station_Dew_Point_2 (°C),Weather_Station_Electricity_meter_2 (W),Weather_Station_Heat_meter_2,Weather_Station_Humidity_2 (%),Weather_Station_Luminance_2 (Lux),Weather_Station_Temperature_2 (°C),Weather_Station_Wind_Speed_2 (m/s),wind_sensor_power (W),wind_sensor_energy (W h),Window_opening_power (W),Window_opening_energy (W h),Slats_angle_power (W),Slats_angle_energy (W h),Window_blinds_power (W),Window_blinds_energy (W h),Weather_Station_Air_Pressure_3 (mBar),Weather_Station_Dew_Point_3 (°C),Weather_Station_Electricity_meter_3 (W),Weather_Station_Heat_meter_3,Weather_Station_Humidity_3 (%),Weather_Station_Luminance_3 (Lux),Weather_Station_Temperature_3 (°C),Weather_Station_Wind_Speed_3 (m/s),AIR_Quality_Sensor_CO2_3 (ppm),AIR_Quality_Sensor_Dew_point_3 (°C),AIR_Quality_Sensor_Humidity_3 (%),AIR_Quality_Sensor_Temperature_3 (°C),AIR_Quality_Sensor_VOC_3 (ppm),AIR_Quality_Sensor_CO2_4 (ppm),AIR_Quality_Sensor_Dew_point_4 (°C),AIR_Quality_Sensor_Humidity_4 (%),AIR_Quality_Sensor_Temperature_4 (°C),AIR_Quality_Sensor_VOC_4 (ppm),AIR_Quality_Sensor_CO2_5 (ppm),AIR_Quality_Sensor_Dew_point_5 (°C),AIR_Quality_Sensor_Humidity_5 (%),AIR_Quality_Sensor_Temperature_5 (°C),AIR_Quality_Sensor_VOC_5 (ppm), Temperature_back_PVSys_8 (°C),Temperature_inside_PVSys_9 (°C),Temperature_outside_PVSys_10 (°C),RSSI = 7: Air Flow Sensor Outside,RSSI = 8: Air Flow Sensor Inside,RSSI = 9: Air Flow Sensor Solar,RSSI = 3: Temperature_sensor_outside (°C), RSSI = 4: Temperature_sensor_inside (°C),RSSI = 5: Temperature_sensor_solar (°C),Window_opening_angle (°),Window_blinds (%),Slats_angle (°),Ventilation_Flap_switch,Switch_3_AND_4, Solar_irradiation_17 (W/m2), Solar_irradiation_18 (W/m2)
2021-11-01,00:05:24,7.07,4.09,6.97,4.94,6.79,4.95,78,81,86,36,33,73,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.1,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,1.209,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,18,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:05:53,7.07,4.09,6.97,4.94,6.79,4.95,78,81,86,36,33,73,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.1,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,ON,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,1.209,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,18,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:06:23,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,77,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,1.209,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,18,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:06:52,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,77,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,1.209,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:07:21,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,77,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:07:50,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:08:19,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.39,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,0.25,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:08:48,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:09:17,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.3,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:09:46,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,ON,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,80.800003,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.3,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:10:15,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:10:44,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.3,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:11:13,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,ON,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:11:43,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:12:12,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.3,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,7.48,9.0,6.0,94.44,38.0,83.48,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:12:41,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,ON,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.44,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:13:10,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,ON,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.44,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.3,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:13:39,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.44,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.3,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:14:08,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.71,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:14:37,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.71,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:15:16,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.71,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.90,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:15:45,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.71,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.00,98,99,45,OFF,ON,0.0,0.0
2021-11-01,00:16:14,6.9,3.88,6.9,4.86,6.82,4.99,81,81,84,49,58,72,1.23,0.0,0.0,0.0,0.0,0.0,0.0,23.2,34,0,0,OFF,OFF,ON,0,9.2,78,0,0,OFF,OFF,29.4,29.5,6.05,29.4,6.93,9.0,6.0,94.71,38.0,83.19,5.92,81.199997,19,7,2,1,OFF,OFF,100,100,8.174,26.817,0,0,OFF,ON,1.613,4.424,2,0,ON,ON,0,0,100,100,260.1,0.18,66,453,4.8,78,8.4,0,20.2,36,0,5.1,412,94.6,4.2,5.19814,93606,86,0,5.9,6,0,0.588,68,21.55,28.48,20.66,94.7,10.3,0.74522,8,37,0,20.4,0,0,0,0,0.0,0,0,0.0,0.0,94.6,2,5.06184,46811,82,0,5.7,6,421,4.2,79,7.6,8.174,400,4.2,80,7.4,8.174,407,4.3,69,9.7,8.174,6,17.4,8.1,0.9,0.3,0.9,-19.10,6.10,7.00,98,99,45,OFF,ON,0.0,0.0
